teks_klaim,evidence,new_label
"Sistem Kekebalan Tubuh Beberapa Pasien COVID-19 Menjadi Mematikan Sistem kekebalan tubuh ada untuk membantu kita melawan infeksi, namun terkadang sistem kekebalan tubuh menimbulkan lebih banyak kerusakan dibandingkan penyakit itu sendiri.","Oleh karena itu, gambaran kualitatif dan kuantitatif dari imunitas sel B dan T terhadap lonjakan merupakan biomarker yang informatif mengenai potensi perlindungan dari vaksin SARS-CoV-2 yang baru.",NEUTRAL
"Pasien dengan penyakit kardiovaskular sering kali diberi resep penghambat enzim pengubah angiotensin (ACEI atau ACE inhibitor), yang mereka konsumsi setiap hari.","Hasil kami sangat mendukung rekomendasi agar ACEI dan ARB dilanjutkan pada populasi dan pasien positif COVID-19, sehingga memperkuat posisi beberapa komunitas ilmiah.",NEUTRAL
studi mengeksplorasi kemungkinan hubungan antara COVID-19 dan vitamin D,Defisiensi vitamin D yang tidak ditangani secara memadai dikaitkan dengan risiko COVID-19.,NEUTRAL
"Apakah COVID-19 menyebar melalui makanan? Ya, itu mungkin",hanya sedikit perhatian yang diberikan terhadap keamanan pangan dan potensi kaitannya dengan pandemi penyakit virus corona (COVID-19).,NEUTRAL
Virus corona dibuat oleh manusia di laboratorium,"Namun, sumber dan rutinitas penularan SARSCoV2 masih sulit dipahami (1).",NEUTRAL
Namun memblokir jaringan komunikasi sistem kekebalan tubuh saat virus corona melancarkan serangan dapat menimbulkan konsekuensi yang tidak diinginkan.,"Menurut hipotesis ini, formulasi vaksin (tetanus, difteri, Bordetella pertussis) dapat diberikan kembali setelah kontak pertama dengan Covid-19, lebih baik sebelum berkembangnya penyakit pernapasan parah dan tentu saja sebelum ARDS (Sindrom Gangguan Pernafasan Akut) yang parah. Pemanfaatan memori CD4+ dapat membantu sistem kekebalan untuk mengingat kembali kekebalan antigen yang sudah diketahui terhadap virus corona, menghindari atau membatasi kerusakan paru-paru hingga kekebalan spesifik terhadap virus berkembang dan membuatnya lebih cepat dan berkepanjangan.",NEUTRAL
Vaksin COVID-19 adalah produk bioteknologi yang dimaksudkan untuk memberikan kekebalan terhadap penyakit virus corona 2019 (COVID-19).,"Saat ini, belum ada vaksin atau terapi yang tersedia untuk penyakit ini.",NEUTRAL
Hydroxychloroquine telah disebut-sebut sebagai pengobatan yang mungkin untuk COVID-19 tetapi masih kontroversial karena beberapa ahli percaya bahwa obat tersebut tidak terbukti dan mungkin tidak efektif.,"hidroksiklorokuin dengan atau tanpa azitromisin menunjukkan manfaat dalam konversi SARS-CoV-2 positif ke negatif (rasio odds [OR], 1,95 [95% CI, 0,19 hingga 19,73] dan penurunan tingkat perkembangan (OR, 0,89 [95% CI, 0,58 hingga 1,37]), tetapi tanpa menunjukkan signifikansi statistik apa pun.",NEUTRAL
Orang dengan kekurangan vitamin D yang tidak diobati lebih mungkin untuk dites positif COVID-19,"Jumlah epitop ini dan prevalensi virus corona yang umum menunjukkan bahwa sebagian besar populasi dunia sudah memiliki kekebalan spesifik terhadap SARS-CoV-2, bahkan tanpa pernah terinfeksi virus tersebut.",NEUTRAL
pasien kanker sangat rentan terhadap COVID-19.,Diskusi: Gabungan langkah-langkah pembatasan sosial yang diterapkan oleh otoritas Yunani dalam beberapa minggu pertama setelah kasus virus pertama yang terkonfirmasi mengurangi tingkat pertumbuhan COVID-19.,NEUTRAL
Negara-negara dengan tingkat kematian yang lebih tinggi memiliki jumlah pasien Covid-19 yang kekurangan vitamin D yang lebih besar dibandingkan negara-negara dengan tingkat kematian yang lebih rendah,"Tingkat keparahan infeksi virus corona 2019 (COVID-19) ditentukan oleh adanya pneumonia, sindrom gangguan pernapasan akut parah (SARS-CoV-2), miokarditis, trombosis mikrovaskuler, dan/atau badai sitokin, yang semuanya disebabkan oleh peradangan.",NEUTRAL
Pemulihan dari COVID-19 bisa menjadi sangat sulit jika Anda dirawat di unit perawatan intensif (ICU).,"Organisasi Kesehatan Dunia (WHO) telah menyatakan wabah ini sebagai darurat kesehatan global dan pada tanggal 24 April 2020, wabah ini telah menyebar ke 213 negara, dengan 25.91.015 kasus terkonfirmasi dan 742.855 kasus telah pulih dari COVID-19.",NEUTRAL
Vitamin D memperkuat kekebalan bawaan dan mencegah respon imun yang terlalu aktif,"Pertahanan utama terhadap peradangan yang tidak terkontrol, dan terhadap infeksi virus secara umum, disediakan oleh limfosit T regulator (Treg). Kadar Treg dilaporkan rendah pada banyak pasien COVID-19 dan dapat ditingkatkan dengan suplementasi vitamin D. Kadar vitamin D yang rendah telah dikaitkan dengan peningkatan sitokin inflamasi dan peningkatan risiko pneumonia dan infeksi saluran pernapasan atas akibat virus secara signifikan. Defisiensi vitamin D dikaitkan dengan peningkatan episode trombotik, yang sering terjadi pada COVID-19. Defisiensi vitamin D ditemukan lebih sering terjadi pada pasien obesitas dan diabetes. Kondisi ini dilaporkan menyebabkan angka kematian akibat COVID-19 yang lebih tinggi. Jika vitamin D benar-benar mengurangi keparahan COVID-19 sehubungan dengan pneumonia/ARDS, peradangan, sitokin inflamasi, dan trombosis, maka menurut kami suplemen akan menawarkan pilihan yang relatif mudah untuk mengurangi dampak pandemi.",NEUTRAL
Evaluasi efektivitas biaya berdasarkan data cRCT kurang memiliki validitas eksternal.,"Pankreas adalah organ yang mengandung dua populasi sel berbeda, sel eksokrin yang mengeluarkan enzim ke dalam saluran pencernaan, dan sel endokrin yang mengeluarkan hormon ke dalam aliran darah. Ini muncul dari endoderm sebagai tunas punggung dan ventral yang menyatu membentuk organ tunggal. Mamalia, burung, reptil, dan amfibi memiliki pankreas dengan histologi dan cara perkembangan yang serupa, sedangkan pada beberapa ikan, sel pulau kecil dipisahkan sebagai badan Brockmann. Invertebrata tidak memiliki pankreas, namun sel endokrin serupa dapat ditemukan di usus atau otak. Tunas pankreas awal menunjukkan ekspresi seragam dari gen homeobox IPF-1 (juga dikenal sebagai IDX-1, STF-1 atau PDX), yang bila bermutasi menjadi tidak aktif menyebabkan tidak adanya organ sama sekali. Terjadinya pankreas heterotopik pada embrio, dan juga metaplasia yang dapat ditunjukkan oleh regenerasi pankreas pada orang dewasa, keduanya menunjukkan bahwa hanya sedikit produk gen yang membedakan keadaan sel pankreas dari jaringan sekitar duodenum, kandung empedu dan hati. Pada tunas pankreas yang sedang berkembang, sel endokrin mulai berdiferensiasi sebelum sel eksokrin, dan ekspresi bersama berbagai hormon oleh sel yang sama sering kali terlihat pada tahap awal. Meskipun sel endokrin pankreas menghasilkan banyak produk gen yang juga merupakan karakteristik neuron, bukti dari kultur in vitro dan cangkok burung puyuh menunjukkan bahwa sel tersebut berasal dari endogen dan bukan berasal dari puncak saraf. Studi observasional menunjukkan dengan kuat bahwa sel endokrin dan eksokrin muncul dari dasar endodermal yang sama. Perkembangan pankreas pada kehidupan embrio memerlukan stimulus trofik dari mesenkim terkait. Pada kehidupan pascakelahiran, semua jenis sel di pankreas terus berkembang. Penghancuran jaringan asinar dengan ligasi saluran atau pengobatan etionin diikuti dengan regenerasi yang cepat. Operasi pengangkatan sebagian pankreas diikuti dengan regenerasi asinus dan pulau yang moderat namun tidak lengkap. Keracunan aloksan atau streptozotocin dapat menyebabkan penipisan sel beta secara permanen. Meskipun kinetika sel pankreas tidak dipahami, nampaknya terjadi pergantian sel yang lambat dan terus-menerus, yang diberi makan dari populasi sel induk di saluran, dan bahwa kendali terhadap laju produksi setiap jenis sel bersifat lokal dan bukan sistemik.",NEUTRAL
"SARS-CoV-2 dapat menggunakan neuropilin-1, yang diekspresikan secara kuat oleh sel endotel dan sel epitel yang menghadap rongga hidung","Berbagai upaya kini dilakukan untuk mencari pengobatan bagi pasien COVID-19. Sejauh ini, beberapa obat anti-virus dan imunosupresif atau imunomodulasi telah menunjukkan beberapa kemanjuran terhadap COVID-19 baik secara in vitro, pada model hewan, serta dalam rangkaian kasus.",NEUTRAL
"SARS-CoV-2, dapat hidup di permukaan dan dapat hidup dalam jangka waktu yang bervariasi di permukaan yang berbeda.","Lingkungan permukaan yang terkontaminasi di rumah sakit memainkan peran penting dalam penularan beberapa patogen nosokomial utama termasuk Staphylococcus aureus yang resisten terhadap metisilin, Enterococcus spp. yang resisten terhadap vankomisin, Clostridium difficile, Acinetobacter spp., dan norovirus.",NEUTRAL
"Saat terinfeksi virus corona SARS-CoV-2, banyak orang mengalami gejala ringan dan sedang, namun bagi sebagian orang, infeksinya bisa parah atau fatal.","Dalam penelitian ini, kami mengumpulkan darah dari pasien COVID-19 yang baru-baru ini dinyatakan bebas virus dan oleh karena itu dipulangkan, dan menganalisis antibodi spesifik SARS-CoV-2 dan respons sel T mereka. Kami mengamati imunitas humoral dan seluler spesifik SARS-CoV-2 pada pasien. Keduanya terdeteksi pada pasien yang baru dipulangkan, menunjukkan bahwa keduanya berpartisipasi dalam perlindungan yang dimediasi kekebalan terhadap infeksi virus.",NEUTRAL
"Faktanya, tidak ada bukti ilmiah bahwa suplemen apa pun—vitamin C, vitamin D, prebiotik, atau probiotik—dapat membantu mencegah atau mempercepat pemulihan dari COVID-19.","Kami mengidentifikasi total 17 pasien yang menerima vitamin C IV untuk COVID-19. Angka kematian rawat inap pada seri ini adalah 12% dengan angka intubasi dan ventilasi mekanis sebesar 17,6%. Kami mencatat penurunan signifikan pada penanda inflamasi, termasuk feritin dan D-dimer, dan kecenderungan penurunan kebutuhan FiO2, setelah pemberian vitamin C.",NEUTRAL
"Diabetes Dapat Membuat Anda Berisiko Lebih Besar Terkena Komplikasi, Namun Kemungkinannya Kecil Jika Diabetes Terkendali Dengan Baik","Obesitas merupakan prediktor terkuat untuk Covid-19, diikuti oleh diabetes dan hipertensi pada kedua jenis kelamin",NEUTRAL
"Dalam melacak COVID-19, penyakit yang disebabkan oleh virus corona baru, laporan awal menunjukkan bahwa kaum muda lebih cenderung memiliki kasus penyakit yang lebih ringan.","Kematian secara signifikan dikaitkan dengan usia yang lebih tua, indeks massa tubuh yang lebih rendah, penyakit ginjal kronis, skor Penilaian Kegagalan Organ Berurutan yang lebih tinggi, rasio PaO2/FIO2 yang lebih rendah, D-dimer yang lebih tinggi, protein C-reaktif yang lebih tinggi, dan penerimaan ventilasi mekanis, vasopresor, terapi pengganti ginjal, atau terapi vasodilator.",NEUTRAL
Siswa yang berprestasi buruk di tahun-tahun awal sekolah kedokteran berisiko lebih tinggi melakukan kesalahan profesional di kemudian hari dalam karier mereka.,"Imunisasi menghasilkan diferensiasi sel T CD8+, sehingga sel tersebut memperoleh kemampuan efektor dan diubah menjadi kumpulan memori. Priming sel T terjadi melalui sinapsis imunologis yang dibentuk dengan antigen-presenting cell (APC). Dengan mengganggu stabilitas sinaptik pada waktu yang berbeda, kami menemukan bahwa diferensiasi sel T CD8+ memerlukan interaksi sel di luar interaksi yang dilakukan dengan APC. Kami mengidentifikasi periode diferensiasi kritis yang memerlukan interaksi antara sel T prima. Kami menemukan bahwa sinapsis sel T-sel T memiliki peran besar dalam pembentukan memori sel T CD8+ yang protektif. Sinapsis sel T–sel T memungkinkan sel T mempolarisasi sekresi kritis interferon-γ (IFN-γ) satu sama lain. Aktivasi kolektif dan pengelompokan homotipe mendorong pembagian sitokin dan bertindak sebagai rangsangan regulasi untuk diferensiasi sel T.",NEUTRAL
"mengalami obesitas (BMI 30 atau lebih) dapat meningkatkan risiko rawat inap akibat infeksi COVID-19 hingga tiga kali lipat. Ini terkait dengan gangguan fungsi kekebalan tubuh, penurunan kapasitas paru-paru","Tinjauan ini mengevaluasi apakah kehamilan merupakan faktor risiko COVID-19 dengan melihat ekspresi penanda kekebalan seperti sel kekebalan dan sitokin untuk mendapatkan pemahaman yang lebih baik mengenai patofisiologi penyakit, sehingga mengurangi kematian ibu.",NEUTRAL
Deksametason dan obat kortikosteroid lainnya merupakan pengobatan yang efektif untuk pasien COVID-19 yang sakit parah,"Penyakit multiorgan terkait virus Corona [sindrom pernapasan akut parah (SARS)-CoV-2] baru-baru ini, yang disebut COVID-19, memiliki angka kesakitan dan kematian yang tinggi akibat kerusakan autoimun pada paru-paru yang disebabkan oleh pelepasan sitokin pro-inflamasi.",NEUTRAL
Badai sitokin dapat merusak paru-paru parah dan menyebabkan sindrom gangguan pernapasan akut serta kematian pada pasien Covid-19,"Korelasi negatif yang signifikan (p=0,033) telah diamati antara rata-rata kadar vitamin D dan kasus COVID-19 per satu juta penduduk di negara-negara Eropa.",NEUTRAL
"Beberapa obat baru dan obat yang digunakan kembali sedang diuji efektivitasnya dalam pengobatan, dan pengembangan vaksin sedang berlangsung.","Pada titik ini, data yang disajikan di sini mengenai hidroksiklorokuin, baik sendiri atau dikombinasikan dengan azitromisin (bersama dengan data in vivo yang dilaporkan sebelumnya pada kera dan musang) tidak memberikan dasar ilmiah untuk penggunaan obat ini lebih lanjut pada manusia.",NEUTRAL
Metabolit vitamin D telah lama diketahui mendukung mekanisme efektor antivirus bawaan,"Tingkat keparahan infeksi virus corona 2019 (COVID-19) ditentukan oleh adanya pneumonia, sindrom gangguan pernapasan akut parah (SARS-CoV-2), miokarditis, trombosis mikrovaskuler, dan/atau badai sitokin, yang semuanya disebabkan oleh peradangan.",NEUTRAL
Penargetan antibodi monoklonal N-cadherin mendorong resistensi pengebirian.,"Penelitian prospektif dan acak ini membandingkan protokol perawatan menggunakan balutan AQUACEL Ag Hydrofiber (ConvaTec, perusahaan Bristol-Myers Squibb, Skillman, NJ) dengan balutan perak (n = 42) atau perak sulfadiazine (n = 42) hingga 21 hari dalam penatalaksanaan luka bakar dengan ketebalan parsial yang mencakup 5% hingga 40% luas permukaan tubuh (BSA). Pembalut AQUACEL Ag dikaitkan dengan lebih sedikit rasa sakit dan kecemasan selama penggantian balutan, lebih sedikit rasa terbakar dan perih saat pemakaian, lebih sedikit penggantian balutan, lebih sedikit waktu menyusui, dan lebih sedikit pengobatan prosedural. Perak sulfadiazin dikaitkan dengan fleksibilitas yang lebih besar dan kemudahan bergerak. Kejadian buruk, termasuk infeksi, sebanding antar kelompok perlakuan. Protokol pembalut AQUACEL Ag cenderung memiliki total biaya perawatan yang lebih rendah (1.040 dolar vs. 1.180 dolar) dan tingkat re-epitelisasi yang lebih besar (73,8% vs 60,0%), menghasilkan efektivitas biaya per luka bakar yang disembuhkan sebesar 1.409,06 dolar untuk pembalutan AQUACEL Ag dan 1.967,95 dolar untuk sulfadiazin perak. Protokol perawatan dengan AQUACEL(R) Ag memberikan manfaat klinis dan ekonomi dibandingkan dengan sulfadiazin perak pada pasien dengan luka bakar sebagian.",NEUTRAL
"Faktanya, ada banyak penelitian yang mengamati vitamin C untuk membantu mencegah flu biasa dan terbukti tidak efektif.","Kami mengidentifikasi total 17 pasien yang menerima vitamin C IV untuk COVID-19. Angka kematian rawat inap pada seri ini adalah 12% dengan angka intubasi dan ventilasi mekanis sebesar 17,6%. Kami mencatat penurunan signifikan pada penanda inflamasi, termasuk feritin dan D-dimer, dan kecenderungan penurunan kebutuhan FiO2, setelah pemberian vitamin C.",NEUTRAL
"Cara terbaik untuk mencegah penyebaran infeksi dan mengurangi risiko sakit adalah dengan mencuci tangan menggunakan sabun dan air biasa,","Namun, bukti berkualitas rendah menunjukkan bahwa respirator N95 melindungi petugas kesehatan dari infeksi pernapasan klinis.",NEUTRAL
"Cabai pedas dalam makanan Anda, meski sangat lezat, tidak dapat mencegah atau menyembuhkan COVID-19.",Perut akut sebagai gejala awal COVID-19.,NEUTRAL
Anda Mungkin Tidak Bisa Tertular COVID-19 Dua Kali,"Seorang pasien COVID-19 yang tidak menghasilkan IgG yang terikat pada SARS-CoV-2 berhasil membersihkan SARS-CoV-2 setelah 46 hari sakit. Hal ini menunjukkan bahwa tanpa imunitas adaptif yang dimediasi antibodi, imunitas bawaan saja mungkin masih cukup kuat untuk menghilangkan SARS-CoV-2.",NEUTRAL
"Banyak pasien yang dirawat di rumah sakit karena virus corona, sistem kekebalannya terancam oleh berkurangnya sel-sel penting tertentu, yang menunjukkan hal yang sama dengan HIV.","Menurut hipotesis ini, formulasi vaksin (tetanus, difteri, Bordetella pertussis) dapat diberikan kembali setelah kontak pertama dengan Covid-19, lebih baik sebelum berkembangnya penyakit pernapasan parah dan tentu saja sebelum ARDS (Sindrom Gangguan Pernafasan Akut) yang parah. Pemanfaatan memori CD4+ dapat membantu sistem kekebalan untuk mengingat kembali kekebalan antigen yang sudah diketahui terhadap virus corona, menghindari atau membatasi kerusakan paru-paru hingga kekebalan spesifik terhadap virus berkembang dan membuatnya lebih cepat dan berkepanjangan.",NEUTRAL
"Jika daya tahan tubuh Anda lemah, Covid-19 tidak akan membahayakan tubuh Anda","Jumlah epitop ini dan prevalensi virus corona yang umum menunjukkan bahwa sebagian besar populasi dunia sudah memiliki kekebalan spesifik terhadap SARS-CoV-2, bahkan tanpa pernah terinfeksi virus tersebut.",NEUTRAL
Ada kesalahpahaman umum bahwa COVID-19 tidak lebih mematikan daripada flu.,Terdapat perbedaan signifikan dalam perjalanan klinis dan laboratorium antara COVID-19 dan influenza.,NEUTRAL
Virus corona mungkin bocor dari Institut Virologi Wuhan,Makalah ini menyelidiki asal usul virus COVID-19 dengan menggunakan kecerdasan buatan (AI) dan urutan genom mentah virus tersebut.,NEUTRAL
Tes tersebut menunjukkan bahwa orang yang pernah mengidap virus corona tidak memiliki risiko menyebarkan infeksi lebih lanjut,"Dalam situasi ini, sangat penting untuk memahami kemungkinan hasil dari pasien yang pulih dari COVID-19 dan menentukan apakah mereka mempunyai penyakit merugikan lainnya melalui analisis longitudinal untuk melindungi kehidupan mereka di masa depan.",NEUTRAL
Berkurangnya cadangan ovarium tidak hanya menunjukkan infertilitas pada populasi yang a priori tidak subur.,"Kanker pankreas adalah keganasan yang sangat mematikan dan hanya sedikit terapi yang efektif. Kami melakukan pengurutan exome dan analisis jumlah salinan untuk menentukan penyimpangan genom dalam kohort klinis yang diperoleh secara prospektif (n = 142) dari adenokarsinoma duktal pankreas sporadis tahap awal (stadium I dan II). Analisis terperinci terhadap 99 tumor informatif mengidentifikasi heterogenitas substansial dengan 2.016 mutasi non-diam dan 1.628 variasi nomor salinan. Kami mendefinisikan 16 gen yang bermutasi secara signifikan, menegaskan kembali mutasi yang diketahui (KRAS, TP53, CDKN2A, SMAD4, MLL3, TGFBR2, ARID1A dan SF3B1), dan mengungkap gen bermutasi baru termasuk gen tambahan yang terlibat dalam modifikasi kromatin (EPC1 dan ARID2), perbaikan kerusakan DNA (ATM) dan mekanisme lainnya (ZIM2, MAP2K4, NALCN, SLC16A4 dan MAGEA6). Analisis integratif dengan data fungsional in vitro dan model hewan memberikan bukti yang mendukung peran potensial penyimpangan genetik ini dalam karsinogenesis. Analisis berbasis jalur terhadap gen-gen yang bermutasi berulang merekapitulasi pengelompokan dalam jalur pensinyalan inti pada adenokarsinoma duktal pankreas, dan mengidentifikasi gen-gen baru yang bermutasi di setiap jalur. Kami juga mengidentifikasi penyimpangan somatik yang sering dan beragam pada gen yang dideskripsikan secara tradisional sebagai pengatur embrionik panduan akson, khususnya pensinyalan SLIT/ROBO, yang juga terbukti dalam model mutagenesis somatik kanker pankreas yang dimediasi transposon oleh murine Sleeping Beauty, memberikan bukti pendukung lebih lanjut untuk potensi keterlibatan gen pemandu akson dalam karsinogenesis pankreas.",NEUTRAL
"Virus ini menyebar melalui tetesan pernapasan yang dikeluarkan ketika seseorang yang terinfeksi virus ini batuk, bersin, atau berbicara. Tetesan ini dapat terhirup atau mendarat di mulut atau hidung orang di dekatnya.",Kami juga menunjukkan bahwa tiga merek masker medis memblokir lebih dari 99% virus di aerosol. Avian coronavirus benar-benar dinonaktifkan setelah dikukus selama 5 menit.,NEUTRAL
"Banyak pasien yang dirawat di rumah sakit karena virus corona, sistem kekebalannya terancam oleh berkurangnya sel-sel penting tertentu, yang menunjukkan hal yang sama dengan HIV.","Dalam penelitian ini, kami mengumpulkan darah dari pasien COVID-19 yang baru-baru ini dinyatakan bebas virus dan oleh karena itu dipulangkan, dan menganalisis antibodi spesifik SARS-CoV-2 dan respons sel T mereka. Kami mengamati imunitas humoral dan seluler spesifik SARS-CoV-2 pada pasien. Keduanya terdeteksi pada pasien yang baru dipulangkan, menunjukkan bahwa keduanya berpartisipasi dalam perlindungan yang dimediasi kekebalan terhadap infeksi virus.",NEUTRAL
respons sistem kekebalan bervariasi antar pasien,"kami menemukan bukti bahwa SARS-CoV-2, bersama dengan virus corona terkait, menggunakan mutasi untuk menghindari serangan sistem kekebalan manusia. Secara keseluruhan, kami menyajikan sumber daya imunologi untuk SARS-CoV-2 yang dapat mendorong pengembangan terapi dan penelitian mekanistik.",NEUTRAL
Baik vitamin C dan vitamin D terlibat dalam meningkatkan respon imun.,KESIMPULAN Penggunaan vitamin C IV pada pasien dengan penyakit COVID-19 sedang hingga berat mungkin dapat dilakukan.,NEUTRAL
Apakah penggunaan masker dapat melindungi kita dari virus corona 2019?,dan 3) memberikan anjuran agar masyarakat memakai masker selama pandemi COVID-19 sesuai dengan konteks lokal.,NEUTRAL
"Banyak penyakit, seperti flu, bersifat musiman dan kasusnya meningkat ketika cuaca dingin dan kering.",Hasilnya menunjukkan bahwa suhu memiliki hubungan linier negatif dengan jumlah kasus terkonfirmasi.,NEUTRAL
ganja dapat mengurangi kemungkinan infeksi COVID-19,Epidemi Penyakit Virus Corona 2019 (COVID-19) dimulai pada bulan Desember 2019 dan memicu Darurat Kesehatan Masyarakat yang Menjadi Kepedulian Internasional (PHEIC). Kami bertujuan untuk menemukan faktor risiko perkembangan COVID-19 guna membantu mengurangi risiko penyakit kritis dan kematian untuk mendapatkan bantuan klinis.,NEUTRAL
"Ada obat antivirus yang dapat digunakan untuk melawan beberapa virus, seperti virus penyebab flu. Namun, para ilmuwan belum mengembangkan obat antivirus yang dapat membunuh virus corona penyebab COVID-19.","Berbagai turunan semisintetik antibiotik glikopeptida termasuk vankomisin, eremomisin, teicoplanin, ristocetin A dan DA-40926 telah dievaluasi aktivitas penghambatannya terhadap virus peritonitis menular kucing (FIPV) dan virus corona manusia (SARS-CoV, strain Frankfurt-1) dalam kultur sel dibandingkan dengan aktivitasnya melawan human immunodeficiency virus (HIV).",NEUTRAL
Minum teh saat makan adalah topik kontroversial.,"Kurangnya molekul obat spesifik atau strategi pengobatan terhadap penyakit ini membuatnya semakin parah. Oleh karena itu, terdapat kebutuhan mendesak akan molekul obat yang efektif untuk melawan COVID-19.",NEUTRAL
Beberapa pasien HIV dengan 'sistem kekebalan yang kuat' mungkin dapat sembuh dari infeksi HIV secara alami,"Jumlah epitop ini dan prevalensi virus corona yang umum menunjukkan bahwa sebagian besar populasi dunia sudah memiliki kekebalan spesifik terhadap SARS-CoV-2, bahkan tanpa pernah terinfeksi virus tersebut.",NEUTRAL
"Obat lopinavir (LPV), ritonavir, chloroquine, favipiravir, dan remdesivir mampu menyembuhkan dan mengobati covid-19","Oleh karena itu, tujuan kami adalah menguji antivirus paling aktif yang diidentifikasi pada model hewan yang terinfeksi SARS-CoV-2, untuk menambah informasi lebih lanjut tentang kemungkinan kemanjuran in vivo. Pada gilirannya, antivirus yang berhasil dapat diuji dalam uji klinis sebagai pengobatan bagi pasien yang terinfeksi, namun juga sebagai profilaksis pra-paparan untuk menghindari infeksi baru hingga vaksin yang efektif dan aman dikembangkan.",NEUTRAL
"Meskipun belum ada laporan mengenai hewan peliharaan atau hewan lain yang tertular 2019-nCoV, beberapa jenis virus corona dapat menyebabkan penyakit pada hewan dan menyebar antara hewan dan manusia.","Pada hewan, virus corona menyebabkan kerusakan pada selaput lendir.",NEUTRAL
Evaluasi efektivitas biaya berdasarkan data cRCT kurang memiliki validitas eksternal.,"Pertukaran ginjal donor merupakan metode yang sudah mapan untuk mengatasi ketidakcocokan pasangan donor-penerima (DRP). Algoritme terkomputerisasi dirancang untuk menukar ginjal donor dan diuji dalam pengaturan multisenter. Algoritma ini dibuat berdasarkan konsensus pusat-pusat yang berpartisipasi. Hal ini membuat semua kemungkinan kombinasi pertukaran tidak hanya antara dua DRP yang tidak kompatibel tetapi juga secara sirkular di antara tiga DRP dan memilih rangkaian kombinasi pertukaran yang optimal, dengan mempertimbangkan beberapa faktor yang dapat mempengaruhi hasil transplantasi yang dipertukarkan. Algoritma diimplementasikan sebagai program berbasis web, dan pencocokan dilakukan sebanyak lima kali. Lima puluh tiga DRP terdaftar dari lima pusat transplantasi. Jumlah DRP yang terdaftar pada masing-masing pencocokan adalah 38 (25:13), 39 (34:5), 33 (31:2), 32 (28:4), dan 34 (30:4) (carryover:pendatang baru). Jumlah kombinasi pertukaran yang dihasilkan adalah 4:11, 3:17, 2:12, 2:3, dan 2:3 (pertukaran dua pasang: pertukaran tiga pasang), dan jumlah DRP dalam kombinasi pertukaran yang dipilih adalah enam, 12, enam, lima, dan empat di setiap pencocokan. Jumlah DRP dengan penerima golongan darah O atau donor AB masing-masing adalah lima dan satu, dalam kombinasi pertukaran yang dipilih. Enam DRP dari kombinasi pertukaran dua pasangan dan enam DRP dari kombinasi pertukaran tiga pasangan berhasil menjalani transplantasi. Algoritma pertukaran ginjal donor yang terkomputerisasi dicoba tidak hanya antara dua DRP yang tidak kompatibel tetapi juga secara sirkular di antara tiga DRP. Hal ini menunjukkan bahwa algoritma tersebut mempunyai potensi untuk meningkatkan hasil pertukaran ginjal donor, terutama bagi DRP yang kurang beruntung dengan penerima golongan darah O atau donor AB.",NEUTRAL
Aktivasi FoxO3a pada kematian neuron dihambat oleh spesies oksigen reaktif (ROS).,"LATAR BELAKANG/TUJUAN GTPase kecil dari keluarga Ras dan Rho terlibat secara luas dalam tumorgenesis dan metastasis manusia. Baru-baru ini dilaporkan bahwa pamidronate menghambat jalur mevalonat, yang diperlukan untuk prenilasi GTPase kecil. Kami menunjukkan kemungkinan penggunaan pamidronat yang bermanfaat dalam pengobatan karsinoma hepatoseluler (HCC).   
 METODE Pengaruh pamidronate pada proliferasi sel dianalisis dengan lima garis sel hepatoma menggunakan uji MTT. Apoptosis dievaluasi dengan pewarnaan DAPI dan uji histon ELISA. Uji migrasi sel dilakukan menggunakan Modified Boyden Chamber. Untuk menganalisis efek anti-proliferasi pamidronate in vivo, volume tumor dipantau dengan injeksi pamidronate intraperitoneal setelah inokulasi subkutan sel PLC/PRF/5 ke tikus telanjang.   
 HASIL Pamidronate menghambat pertumbuhan sel untuk semua lini sel hepatoma. Jumlah Ras yang terkait dengan membran dan kinase 2 yang diatur sinyal ekstraseluler terfosforilasi (ERK 2) berkurang setelah pengobatan pamidronat. Pamidronate meningkatkan apoptosis dan pembelahan Caspase-3, dan -9. Pamidronate menekan membran terkait RhoA dan motilitas sel. Secara in vivo, volume tumor secara signifikan ditekan oleh pamidronat pada tiga minggu (P<0,03).   
 KESIMPULAN Kami menyimpulkan bahwa pamidronate memiliki potensi terapeutik dalam menginduksi efek anti-proliferasi, apoptosis, dan anti-migrasi pada HCC.",NEUTRAL
"Meskipun beberapa anak-anak dan bayi telah tertular COVID-19, kasus terbanyak yang diketahui hingga saat ini adalah orang dewasa.","Angka kematian di tingkat populasi akibat COVID-19 (per 100.000 orang-tahun) meningkat seiring bertambahnya usia: dari 0,1 kematian pada kelompok usia 30-39 tahun menjadi 9,5 kematian pada kelompok usia 80 tahun.",NEUTRAL
"Virus corona, seperti yang menyebabkan COVID-19, diperkirakan sebagian besar menyebar dari orang ke orang melalui tetesan pernapasan ketika seseorang batuk, bersin, atau berbicara.",Suplemen makanan belum dikaitkan dengan pencegahan COVID-19.,NEUTRAL
"Namun demikian, kematian akibat COVID-19 cenderung tidak dibingungkan oleh kapasitas pengujian karena mereka yang memiliki gejala parah diharapkan untuk datang ke rumah sakit terlepas dari cuaca.",Suhu adalah parameter paling berpengaruh yang mengurangi pertumbuhan dengan laju 13-16 kasus/hari dengan kenaikan suhu sebesar 1{derajat}C,NEUTRAL
