teks_klaim,is_claim,source,category
French health care workers are putting on defective Chinese-made protective gowns.,false,coaid_news,PREVENTION
Mosquitoes can spread COVID-19 “from person to person.”,false,coaid_news,OTHER
Donald Trump’s claim that the USA had more testing than all other countries combined.,false,coaid_news,DIAGNOSIS
“So 2 doctors from Bakersfield discover that coronavirus mortality rate is 0.03%. 13x less deadly than what was previously thought! Their analysis has since been banned from YouTube.”,false,coaid_news,DIAGNOSIS
Walmart Kroger Amazon Target and Costco had no reported cases of coronavirus in the news.,false,coaid_news,DIAGNOSIS
Young people “have a greater chance of being killed by the HPV vaccine than COVID-19.”,false,coaid_news,PREVENTION
Sign outside the Bill & Melinda Gates Foundation says “Center for Global Human Population Reduction.”,false,coaid_news,DIAGNOSIS
Coronavirus mortality rate been proven to be 0.03%.,false,coaid_news,DIAGNOSIS
Walmart Amazon Kroger Target and Costco stores — while staying open during the COVID-19 pandemic — “have not had any reported cases” of employees contracting the coronavirus.,false,coaid_news,DIAGNOSIS
Thousands of doctors say hydroxychloroquine cures coronavirus.,false,coaid_news,DIAGNOSIS
“Children don’t seem to be getting this virus.”,false,coaid_news,DIAGNOSIS
Says Dr. Anthony Fauci’s name appears on “4 U.S. patents for a key glycoprotein” used to “create the current COVID-19 epidemic.”,false,coaid_news,NUTRITION
Says if you’re refused service at a store for not wearing a mask “call the department of health and report the store. Masks are suggested not required.”,false,coaid_news,TREATMENT
Michigan Gov. Gretchen Whitmer “has just been stripped of her emergency coronavirus powers by her state legislature.”,false,coaid_news,DIAGNOSIS
“We’ve tested more than every country combined.”,false,coaid_news,DIAGNOSIS
The CDC recommends that only people with COVID-19 symptoms should wear masks.,false,coaid_news,DIAGNOSIS
Dr. Anthony Fauci “has known for 15 years that chloroquine and … hydroxychloroquine will not only treat a current case of coronavirus but prevent future cases.”,false,coaid_news,DIAGNOSIS
“The (corona)virus just isn’t nearly as deadly as we thought it was.”,false,coaid_news,DIAGNOSIS
“All Missouri businesses can open Monday May 4 under our new Order as long as new guidelines are followed.”,false,coaid_news,OTHER
A 2005 NIH study shows that Fauci already knew of chloroquine’s effectiveness against coronaviruses including SARS-CoV-2.,false,coaid_news,DIAGNOSIS
Dr. Anthony Fauci disappeared at the end of April because he had illegally sent $3.7 million to a virology lab in Wuhan China.,false,coaid_news,CAUSE
Hospitals in the United States get paid $750 for patients who die from the flu $17500 for COVID-19.,false,coaid_news,OTHER
“If you have had a flu shot in the last 3-5 years you will probably test positive” for COVID-19.,false,coaid_news,DIAGNOSIS
Late herbalist known as “Dr. Sebi” was correct in saying viruses don’t exist.,false,coaid_news,DIAGNOSIS
“Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?”,false,coaid_news,OTHER
The rate of coronavirus-related deaths being reported out of New York City is 200 times higher than the death rates of the world’s largest 10 cities.,false,coaid_news,DIAGNOSIS
The government must have planned the coronavirus pandemic because the coronavirus relief bill had been introduced three years earlier.,false,coaid_news,DIAGNOSIS
Japanese doctor who won Nobel Prize said coronavirus is artifical and was manufactured in China.,false,coaid_news,DIAGNOSIS
A Facebook post shared more than 29000 times claims people in Pennsylvania who do not wear a face mask in public during the novel coronavirus pandemic risk a $500 fine and up to six months in jail.,false,coaid_news,DIAGNOSIS
Graphics shared thousands of times on social media claim to show the exact probability of COVID-19 carriers spreading the disease if they or another person wears a mask.,false,coaid_news,DIAGNOSIS
Elisa Granato the first volunteer in the first Europe human trial of a COVID-19 vaccine has died.,false,coaid_news,PREVENTION
“First volunteer in UK coronavirus vaccine trial has died.”,false,coaid_news,DIAGNOSIS
A volunteer for Oxford coronavirus vaccine died.,false,coaid_news,DIAGNOSIS
Doctors encouraged by hospitals and AMA to overcount COVID-19 deaths.,false,coaid_news,NUTRITION
Black cats in Vietnam are being killed and consumed as a COVID-19 cure.,false,coaid_news,TREATMENT
“Mitch McConnell said he wanted states to go bankrupt instead of the federal government providing relief. Today Thom Tillis agreed.”,false,coaid_news,OTHER
“Ultraviolet Radiation is administered into the body as a disinfectant to kill bacteria and viruses and this has been used for a while now.”,false,coaid_news,DIAGNOSIS
Exposure of blood to ultraviolet light rids the body of coronavirus.,false,coaid_news,DIAGNOSIS
“Half the workforce in the country may have just been idled” by coronavirus.,false,coaid_news,DIAGNOSIS
“We’ve still had more deaths to the flu this year than we’ve had COVID-19.”,false,coaid_news,NUTRITION
Two physicians in Bakersfield California claim that COVID-19 is similar to the flu in terms of prevalence and mortality; that sheltering in place weakens that immune system.,false,coaid_news,PREVENTION
North Carolina’s health department is “telling hospitals that if they decide to do elective surgeries they won’t be eligible to receive (protective equipment) from the state.”,false,coaid_news,PREVENTION
Smoking may protect against COVID-19; scientists believe nicotine might protect against coronavirus.,false,coaid_news,DIAGNOSIS
U.S sent 100000 military forces to South China Sea in a move to increase its presence in the region against the backdrop of the coronavirus pandemic.,false,coaid_news,DIAGNOSIS
President Trump urged people to ingest or inject disinfectants as a treatment for coronavirus.,false,coaid_news,DIAGNOSIS
November 2019 job listing for a quarantine advisor at the Centers for Disease Control and Prevention prove the government knew the COVID-19 would hit United States.,false,coaid_news,PREVENTION
Mosques are allowed to stay open during pandemic in the United States but churches are not.,false,coaid_news,OTHER
“Trump and McConnell are blocking stimulus checks for Americans married to immigrants.”,false,coaid_news,OTHER
President Barack Obama “signed the medical appliance tax bill that forced companies to outsource manufacturing of masks gowns gloves and ventilaors [sic] to China Europe and Russia to avoid the tax.”,false,coaid_news,DIAGNOSIS
“It’s not the coronavirus that’s killing people. It is the economy.”,false,coaid_news,DIAGNOSIS
“President Trump just announced that the ‘biological’ lab in Wuhan where the COVID-19 virus was created was ‘funded’ by President Barak Hussein Obama in 2015 to the tune of $3800000 American dollars!”,false,coaid_news,DIAGNOSIS
“Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed.”,false,coaid_news,MYTH
The existence of a canine coronavirus vaccine casts doubt on statements that there isn’t one for humans.,false,coaid_news,DIAGNOSIS
“People defying stay-at-home order fill Arizona beaches.”,false,coaid_news,OTHER
Mosquitoes can transfer COVID-19 “from person to person”.,false,coaid_news,OTHER
If you paid rent in March or April in the United States “they got to give” you your money back.,false,coaid_news,OTHER
Pennsylvania House of Representatives approved funding for COVID-19 in June 2019 proving that the pandemic was pre-planned.,false,coaid_news,OTHER
A video of hot mic comments between a Fox News reporter and a New York Times photographer reveals that COVID-19 is a hoax and proves that there is a secret vaccine.,false,coaid_news,PREVENTION
Trey Gowdy said coronavirus shutdowns were suspicious and overblown.,false,coaid_news,DIAGNOSIS
All elective or non-emergency surgeries are banned to prioritize coronavirus treatments and prevent the spread.,false,coaid_news,DIAGNOSIS
U.S. House Speaker Nancy Pelosi was in Wuhan China in time to release the novel coronavirus and sabotage the U.S.-China trade deal.,false,coaid_news,DIAGNOSIS
U.S. House Speaker Nancy Pelosi was in Wuhan China six days after the impeachment proceedings against President Trump ended.,false,coaid_news,OTHER
“Nearly half of (Missouri) counties have not reported positive (COVID-19) cases.”,false,coaid_news,OTHER
How to Enjoy the Fourth of July Weekend Amid the COVID-19 Resurgence,false,coaid_news,OTHER
CDC Expands List of Those with Higher COVID-19 Risks: What to Know,false,coaid_news,RISK
Feds Warn That Face Mask ‘Exemption’ Cards Are Fake,false,coaid_news,MYTH
Experts Confident Biden’s COVID-19 Response Could Speed Recovery,false,coaid_news,TREATMENT
New Study Details the Best Types of COVID-19 Face Masks,false,coaid_news,OTHER
States Are Learning What Happens to COVID-19 Cases If You Reopen Too Early,false,coaid_news,OTHER
What to Know About Potential COVID-19 Treatment Remdesivir,false,coaid_news,TREATMENT
Fighting Family Burnout During the COVID-19 Crisis,false,coaid_news,OTHER
"Travel Bans, Quarantines Don’t Stop COVID-19 Spread, but They Can Delay It",false,coaid_news,OTHER
Learn to Spot Fake Health News with These 5 Tips,false,coaid_news,TREATMENT
People of Color Face Heightened Risks as COVID-19 Surges Again,false,coaid_news,RISK
FDA Says You Should Avoid These 9 Hand Sanitizers That Contain Toxic Methanol,false,coaid_news,PREVENTION
"Why COVID-19 Cases, Hospitalizations Are Spiking in California",false,coaid_news,OTHER
More Young People Are Getting COVID-19: What That Means for the Outbreak,false,coaid_news,OTHER
"No, Face Masks Can’t Cause CO2 Poisoning",false,coaid_news,CAUSE
People More Likely to Keep Their Distance If You’re Wearing a Mask,false,coaid_news,OTHER
Is COVID-19 Triggering Type 1 and Type 2 Diabetes?,false,coaid_news,CAUSE
Q&A: Lenox Hill Doctor Discusses Netflix Series and Life in a New York City Emergency Room,false,coaid_news,OTHER
Drug-Resistant Bacteria Can Be Hidden Danger for People with COVID-19,false,coaid_news,DIAGNOSIS
This Is Far from Over: Why We Need to Learn to Live with COVID-19,false,coaid_news,OTHER
Lifelong Lung Damage: The Serious COVID-19 Complication That Can Hit People in Their 20s,false,coaid_news,OTHER
How COVID-19 Disrupted Education and What Parents Can Do About It,false,coaid_news,OTHER
7 Simple Ways to Protect Yourself from COVID-19 as You Leave Lockdown,false,coaid_news,PREVENTION
"How This Utah Woman with Diabetes, Asthma, and MS Beat COVID-19",false,coaid_news,NUTRITION
"CDC Gives Guidelines for Travel, Cookouts",false,coaid_news,OTHER
"Home Monitoring Can Improve Health, Ease Anxiety for COVID-19 Patient",false,coaid_news,TREATMENT
"Why Your Gym, Dentist, or Hairdresser May Ask You to Sign a COVID-19 Liability Waiver",false,coaid_news,DIAGNOSIS
The Consequences of Reopening Are Here: COVID-19 Cases on the Rise,false,coaid_news,OTHER
Inexpensive Steroid May Help Treat Sickest COVID-19 Patients: What We Know,false,coaid_news,TREATMENT
How COVID-19 Affects Children Compared to Adults,false,coaid_news,MATERNAL_CHILD
How to Reduce Your COVID-19 Risk During Your Daily Work Commute,false,coaid_news,RISK
5 Simple Tips to Help Manage Social Anxiety After Leaving Lockdown,false,coaid_news,MENTAL_HEALTH
Rising COVID-19 in Arizona Could Be Warning Sign as States Reopen,false,coaid_news,DIAGNOSIS
Is a Hotel a Safe Place During COVID-19? Here’s What to Look For,false,coaid_news,OTHER
Why 1 in 4 Parents Are Hesitant to Have Their Children Vaccinated Against the Flu,false,coaid_news,PREVENTION
Is the New Coronavirus Getting Weaker? What to Know,false,coaid_news,DIAGNOSIS
Will COVID-19 Finally Get Us to Take Our Diets Seriously?,false,coaid_news,NUTRITION
"Yes, You Can Get COVID-19 from Someone Without Symptoms",false,coaid_news,DIAGNOSIS
25% of People Believe Unproven Conspiracy Theories About COVID-19,false,coaid_news,OTHER
Important Cancer Screenings Have Decreased During COVID-19,false,coaid_news,DIAGNOSIS
"If You’ve Been in a Crowd, Should You Get Tested for COVID-19?",false,coaid_news,DIAGNOSIS
False Hope? What Happens If a COVID-19 Vaccine Isn’t Ready by Early Next Year,false,coaid_news,PREVENTION
Here’s Why COVID-19 Can Spread So Easily at Gyms and Fitness Classes,false,coaid_news,OTHER
My Kid Is Immunocompromised. Here’s How Life Has Changed During COVID-19,false,coaid_news,PREVENTION
"Without Lockdowns, Another 60 Million People in U.S. Could Have Developed COVID-19",false,coaid_news,OTHER
"As Businesses Reopen, Here Are Some of the Highest Risk Places for COVID-19",false,coaid_news,RISK
Nearly 20% of People Have Used Bleach on Food Due to COVID-19,false,coaid_news,NUTRITION
Researchers Unveil the Best Ways to Lift COVID-19 Lockdowns,false,coaid_news,OTHER
When Can I Start Hanging Out with My Friends Again?,false,coaid_news,OTHER
Hot Weather May Make It Harder for the Coronavirus to Survive on Surfaces,false,coaid_news,DIAGNOSIS
People with Cancer Have to Choose Between Treatment and COVID-19 Risks,false,coaid_news,TREATMENT
When Should You Get a COVID-19 Test? What About an Antibody Test?,false,coaid_news,DIAGNOSIS
Why More People Are Eating Plant-Based Protein During COVID-19,false,coaid_news,NUTRITION
A “Double Bubble” Strategy Can Help During COVID-19: Here’s How to Do It Properly,false,coaid_news,OTHER
Dr. Anthony Fauci: COVID-19 Will End and We Will Get Control Over It,false,coaid_news,OTHER
Wearing a Mask Can Help Us Get Out of Lockdown Safely,false,coaid_news,OTHER
Why Companies Are Making Billions of COVID-19 Vaccine Doses That May Not Work,false,coaid_news,PREVENTION
To the ICU and Back: How 3 People Overcame Severe Cases of COVID-19,false,coaid_news,OTHER
"Studies on Hydroxychloroquine Retracted, Early Evidence Lacking",false,coaid_news,OTHER
Why Sweden’s COVID-19 Strategy Can’t Work in the U.S.,false,coaid_news,OTHER
How Olympian Kerri Walsh Jennings Is Staying Healthy During COVID-19,false,coaid_news,TREATMENT
The Places You’re Least Likely to Get COVID-19,false,coaid_news,OTHER
Shortages of Antidepressant Zoloft Reported in the Midst of COVID-19 Pandemic,false,coaid_news,OTHER
Lyme Disease and COVID-19 Can Share Similar Symptoms: How to Tell Them Apart,false,coaid_news,DIAGNOSIS
Why Wearing a Mask Is Important When Going to Protest,false,coaid_news,DIAGNOSIS
How One Nursing Home Stopped a COVID-19 Outbreak,false,coaid_news,OTHER
What New CDC Guidelines Mean for Workplaces as They Reopen,false,coaid_news,OTHER
What Life Is Like Waiting for an Organ Transplant During the COVID-19 Pandemic,false,coaid_news,OTHER
Restaurants and COVID-19: How to Dine Safely at Your Favorite Place,false,coaid_news,OTHER
How Reopenings Are Raising Fears Among People with Compromised Immune Systems,false,coaid_news,PREVENTION
"Doctors Aren’t Just Fighting a Pandemic, but an ‘Infodemic’ as Well",false,coaid_news,OTHER
Face Masks May Be Irritating Your Skin — How to Stop It,false,coaid_news,OTHER
"Yes, States Are Reopening. That Doesn’t Mean the Pandemic Is Over",false,coaid_news,OTHER
Model Finds Midwest and Southern States at Risk for COVID-19 Surges as They Reopen,false,coaid_news,RISK
As Many as 80 Percent of People with COVID-19 Aren’t Aware They Have the Virus,false,coaid_news,DIAGNOSIS
Just One Person Can Transmit COVID-19 to Dozens in a Few Hours,false,coaid_news,OTHER
How People Are Practicing Healthier Behaviors in the Face of COVID-19,false,coaid_news,TREATMENT
People Who Test Positive for COVID-19 After Recovering Aren't Infectious,false,coaid_news,DIAGNOSIS
Is It Safe to Get Your Hair Cut or Your Nails Done Right Now?,false,coaid_news,OTHER
Losing Sleep During COVID-19? Here’s Tips on How and When to Exercise That Can Help,false,coaid_news,LIFESTYLE
Is Now the Right Time to Get Your Annual Physical or Dental Cleaning?,false,coaid_news,OTHER
Going to the Beach or Pool? What to Know About COVID-19 Risk,false,coaid_news,RISK
CDC Gives New Recommendations to Safely Reopen Amid COVID-19,false,coaid_news,OTHER
Blacklight Videos Show How Easily COVID-19 Can Spread,false,coaid_news,OTHER
Changes to Your Daily Routine During COVID-19 Can Make You Happier,false,coaid_news,OTHER
COVID-19 Can Attack the Heart in Addition to the Lungs,false,coaid_news,OTHER
What to Know About COVID-19 and Strokes,false,coaid_news,OTHER
Mouthwash Can’t Replace a Mask for Stopping the Spread of COVID-19,false,coaid_news,OTHER
What a Second Wave of Coronavirus in the Fall Could Look Like,false,coaid_news,DIAGNOSIS
A COVID-19 Vaccine by January? Here’s Why It’s Possible But Not Likely,false,coaid_news,PREVENTION
COVID-19 at Work: How to Tell If Your Place of Employment Is Safe,false,coaid_news,OTHER
When Will We Know If Reopening States Has Worked or Backfired?,false,coaid_news,OTHER
Trump Is Taking Hydroxychloroquine: Why Experts Say You Shouldn’t,false,coaid_news,OTHER
The Pandemic Will Cause PTSD for Some. Here’s What We Can Do About It,false,coaid_news,CAUSE
6 Feet May Not Be Enough: Wind May Carry Coronavirus Farther,false,coaid_news,DIAGNOSIS
COVID-19 Is Causing a Reduction in Child Vaccinations,false,coaid_news,PREVENTION
"What to Know About PMIS, the COVID-19-Linked Syndrome Affecting Children",false,coaid_news,DIAGNOSIS
Why Your Local Hospital Is Going Broke During a Pandemic,false,coaid_news,OTHER
"Research on Diabetes, Cancer, Parkinson’s Derailed by the COVID-19 Pandemic",false,coaid_news,OTHER
A Certain Type of N95 Mask May Do More Harm Than Good,false,coaid_news,OTHER
Physical Distancing Was Just Supposed to Buy Us Time. Was It Enough?,false,coaid_news,OTHER
Warm Weather Won’t Stop the Spread of COVID-19,false,coaid_news,NUTRITION
How to Fight the Spread of COVID-19 Misinformation on Social Media,false,coaid_news,MYTH
What Tests for COVID-19 Antibodies Can and Can’t Tell Us About the Disease,false,coaid_news,DIAGNOSIS
Coronavirus Found in Semen: Can It Be Sexually Transmitted?,false,coaid_news,DIAGNOSIS
Here’s Why COVID-19 Is Much Worse Than the Flu,false,coaid_news,OTHER
White House Cases Show How Easily COVID-19 Can Invade a Workplace,false,coaid_news,OTHER
Remdesivir May Help Treat COVID-19. So Who Gets It First?,false,coaid_news,TREATMENT
How to Manage IBD During the COVID-19 Outbreak,false,coaid_news,OTHER
Job Loss Anxiety Could Be a Side Effect of COVID-19. Here Are Ways to Cope,false,coaid_news,MENTAL_HEALTH
How 4-Second Workouts Can Counteract Sitting All Day,false,coaid_news,OTHER
What You Can Do If There’s a Shortage of Disinfectants in Your Area,false,coaid_news,OTHER
What We Can Learn from Countries That Have Already Reopened,false,coaid_news,OTHER
How the Pandemic Is Motivating Me to Get Healthy,false,coaid_news,TREATMENT
How You Can Help Protect the Health of Grocery Workers During COVID-19,false,coaid_news,PREVENTION
What If Flu and COVID-19 Overlap? Australia Is Trying to Avoid That Scenario,false,coaid_news,PREVENTION
Is the New Coronavirus Airborne? Here's What We Know,false,coaid_news,DIAGNOSIS
Retired MDs and Med Students Talk Working the COVID-19 Front Lines,false,coaid_news,OTHER
What COVID-19 Is Doing to Our Mental Health,false,coaid_news,TREATMENT
What to Consider Before You Try ‘Quaranteaming’,false,coaid_news,OTHER
Temperature Checks Alone Aren’t Effective in Stopping COVID-19 Spread,false,coaid_news,OTHER
How to Tell If the Hand Sanitizer You’re Buying Is Safe and Actually Works,false,coaid_news,OTHER
Pets and COVID-19: Answers to All Your Questions,false,coaid_news,OTHER
6 Simple Tips for Effectively Organizing Your Kitchen During COVID-19,false,coaid_news,OTHER
"High Blood Pressure Meds Don’t Increase COVID-19 Risks, Study Finds",false,coaid_news,RISK
COVID-19 Sheltering Can Make Things More Difficult for People with Eating Disorders,false,coaid_news,NUTRITION
Delirium Is New Risk for COVID-19 Patients,false,coaid_news,RISK
Face Masks as a Fashion Accessory? Why We Should Encourage This Trend,false,coaid_news,OTHER
Excess Deaths: People Who Are Dying Because of COVID-19 — but Not from It,false,coaid_news,NUTRITION
Can Air Conditioning Spread COVID-19? Probably Not,false,coaid_news,DIAGNOSIS
New Zealand Has Only 20 COVID-19 Deaths. Vietnam Has Zero. How They Succeeded,false,coaid_news,NUTRITION
Should You Consider Taking Meds for Depression During COVID-19?,false,coaid_news,MENTAL_HEALTH
COVID-19 Is Causing Food Shortages. Here’s How to Manage,false,coaid_news,NUTRITION
How Contact Tracing Can Help Stop COVID-19,false,coaid_news,OTHER
"Yes, ‘Quarantine Fatigue’ Is Real. Here’s How to Cope",false,coaid_news,OTHER
US Cities With Pro Sports See More Flu Deaths,false,coaid_news,NUTRITION
COVID-19: Study Reports 'Staggering' Death Rate in U.S. Among Those Infected Who Show Symptoms,false,coaid_news,DIAGNOSIS
"Passive Immunization May Slow Down SARS-CoV-2 and Boost Immunity in Patients, Buying Time",false,coaid_news,PREVENTION
Controlled Human Infection Models and SARS-CoV-2 Vaccine Development,false,coaid_news,DIAGNOSIS
Using cellular networks to detect at-risk areas for spread of COVID-19,false,coaid_news,DIAGNOSIS
A potential new weapon in the war against superbugs,false,coaid_news,OTHER
COVID-19 drug development could benefit from approach used against flu,false,coaid_news,TREATMENT
Placentas from COVID-19-positive pregnant women show injury,false,coaid_news,MATERNAL_CHILD
Uncovering the Achilles heel of viruses,false,coaid_news,DIAGNOSIS
Estimating COVID-19 Spread by Looking at Past Trends of Influenza-Like Illnesses,false,coaid_news,DIAGNOSIS
"To Understand COVID-19, Researchers Review Aging, Immune Response to Viral Infections",false,coaid_news,DIAGNOSIS
When COVID-19 Meets Flu Season,false,coaid_news,OTHER
New Technology Can Detect Anti-Virus Antibody in 20 Minutes,false,coaid_news,DIAGNOSIS
SARS Lessons for COVID-19 Vaccine Design,false,coaid_news,DIAGNOSIS
New AI Diagnostic Can Predict COVID-19 Without Testing,false,coaid_news,DIAGNOSIS
Outpatient COVID-19 Clues,false,coaid_news,OTHER
Activation of the SARS Coronavirus 2 Revealed,false,coaid_news,DIAGNOSIS
Timing of Immune Response to COVID-19 May Contribute to Disease Severity,false,coaid_news,DIAGNOSIS
Researchers Identify Multiple Molecules That Shut Down SARS-Cov-2 Polymerase Reaction,false,coaid_news,OTHER
Lab-Grown 'Mini-Brains' Suggest COVID-19 Virus Can Infect Human Brain Cells,false,coaid_news,DIAGNOSIS
Hamsters Develop Protective Immunity to COVID-19 and Are Protected by Convalescent Sera,false,coaid_news,PREVENTION
Controlled human infection models and SARS-CoV-2 vaccine development,false,coaid_news,DIAGNOSIS
COVID-19: Study shows virus can infect heart cells in lab dish,false,coaid_news,DIAGNOSIS
Tuberculosis cases and deaths predicted to spike due to COVID-19,false,coaid_news,NUTRITION
Bacterial predator could help reduce COVID-19 deaths,false,coaid_news,DIAGNOSIS
Defining Paths to Possible Mother to Child Coronavirus Transmission,false,coaid_news,DIAGNOSIS
Early Pandemic Paradox: Fewer UK Deaths from December 2019 to March 2020 Compared to the Previous 5 Years,false,coaid_news,NUTRITION
New Article Clarifies Details of COVID-19 Respiratory Transmission,false,coaid_news,OTHER
New Adjuvant Successful in Extending Immunity Against HIV,false,coaid_news,PREVENTION
Environmental Conditions Found to Affect Stability of Virus That Causes COVID-19,false,coaid_news,DIAGNOSIS
MMR Vaccine Could Protect Against the Worst Symptoms of COVID-19,false,coaid_news,PREVENTION
Nanosponges Could Intercept Coronavirus Infection,false,coaid_news,DIAGNOSIS
Off-the-Shelf Tool for Making Mouse Models of COVID-19,false,coaid_news,OTHER
"Oral Antibiotics Work, Shorten Hospital Stays for IV Drug Users With Infections",false,coaid_news,DIAGNOSIS
Virus Co-Opts Immune Protein to Avoid Antiviral Defences,false,coaid_news,DIAGNOSIS
Researchers Identify Potent Antibody Cocktail to Treat COVID-19,false,coaid_news,TREATMENT
"Maternal Transmission of COVID-19 to Baby During Pregnancy Is Uncommon, Study Finds",false,coaid_news,MATERNAL_CHILD
Tuberculosis Vaccine Strengthens Immune System,false,coaid_news,PREVENTION
Combination Drug Treatments for COVID-19 Show Promise in Cell Culture Tests,false,coaid_news,TREATMENT
Super-Potent Human Antibodies Protect Against COVID-19 in Animal Tests,false,coaid_news,DIAGNOSIS
Face Masks Critical in Preventing Spread of COVID-19,false,coaid_news,PREVENTION
A Protein That Helps to Fight Viruses Can Also Block Lung Damage Repair,false,coaid_news,DIAGNOSIS
Promising Path Found for COVID-19 Therapeutics,false,coaid_news,TREATMENT
How Targeting Killer T Cells in the Lungs Could Lead to Immunity Against Respiratory Viruses,false,coaid_news,DIAGNOSIS
"COVID-19 Mouse Model Will Speed Search for Drugs, Vaccines",false,coaid_news,PREVENTION
Levels of SARS-CoV-2 RNA in Sewage Rose With COVID-19 Cases in Dutch Cities,false,coaid_news,OTHER
We're Not All Equal in the Face of the Coronavirus,false,coaid_news,DIAGNOSIS
COVID-19 False Negative Test Results If Used Too Early,false,coaid_news,DIAGNOSIS
Putting COVID-19 Diagnostic Tests to the 'Test' -- How Do They Hold Up?,false,coaid_news,DIAGNOSIS
Methods to Inactivate and Safely Study SARS-CoV-2,false,coaid_news,OTHER
"Survival of Coronavirus in Different Cities, on Different Surfaces",false,coaid_news,DIAGNOSIS
Osteoporosis Treatment May Also Protect Against Pneumonia,false,coaid_news,TREATMENT
COVID-19 Drug Development Could Benefit from Approach Used Against Flu,false,coaid_news,TREATMENT
"Researchers Map SARS-CoV-2 Infection in Cells of Nasal Cavity, Bronchia, Lungs",false,coaid_news,DIAGNOSIS
"Warmer Temperatures Slow COVID-19 Transmission, but Not by Much",false,coaid_news,OTHER
Universal Virus Detection Platform to Expedite Viral Diagnosis,false,coaid_news,DIAGNOSIS
Evolution of Pandemic Coronavirus Outlines Path from Animals to Humans,false,coaid_news,DIAGNOSIS
"Using Riboflavin, UV Light Reduces SARS-CoV-2 Pathogens in Plasma, Whole Blood",false,coaid_news,OTHER
Researchers Flag Similarities Between COVID-19 Deaths and Severe Rheumatic Illnesses,false,coaid_news,DIAGNOSIS
Low Vaccination Rates and 'Measles Parties' Fueled 2019 Measles Outbreak in NYC,false,coaid_news,PREVENTION
Beware of False Negatives in Diagnostic Testing of COVID-19,false,coaid_news,DIAGNOSIS
Immunity to Coronaviruses: What Do We Know So Far?,false,coaid_news,DIAGNOSIS
Uncovering the Achilles Heel of Viruses,false,coaid_news,DIAGNOSIS
Emerging Viral Diseases Causing Serious Issues in West Africa,false,coaid_news,DIAGNOSIS
"Antiviral Drug Can Speed Up Recovery of COVID-19 Patients, Study Shows",false,coaid_news,TREATMENT
Further Evidence Does Not Support Hydroxychloroquine for Patients With COVID-19,false,coaid_news,OTHER
Detailed Analysis of Immune Response to SARS-CoV-2 Bodes Well for COVID-19 Vaccine,false,coaid_news,PREVENTION
Can COVID-19 Spread Through Fecal Matter?,false,coaid_news,OTHER
Study Confirms Cats Can Become Infected With and May Transmit COVID-19 to Other Cats,false,coaid_news,OTHER
"In Victory Over Polio, Hope for the Battle Against COVID-19",false,coaid_news,OTHER
The Challenges of Developing a Safe and Effective COVID-19 Vaccine,false,coaid_news,PREVENTION
COVID-19 May Compound the Social and Economic Burdens of Parkinson's Disease,false,coaid_news,DIAGNOSIS
Testing Suggests 3 Percent of NHS Hospital Staff May Be Unknowingly Infected With Coronavirus,false,coaid_news,DIAGNOSIS
Coronavirus Infection in Children -- It May Not Start With a Cough,false,coaid_news,DIAGNOSIS
"Coordinated Strategy to Accelerate COVID-19 Vaccine Candidates Is Key, Experts Say",false,coaid_news,PREVENTION
Blood Test a Potential New Tool for Controlling Infections,false,coaid_news,DIAGNOSIS
New Triple Antiviral Drug Combination Shows Early Promise for Treating COVID-19 in Phase 2 Randomized Trial,false,coaid_news,TREATMENT
Newly Discovered Cell Type Plays Crucial Role in Immune Response to Respiratory Infections,false,coaid_news,DIAGNOSIS
Pangolins May Possess Evolutionary Advantage Against Coronavirus,false,coaid_news,DIAGNOSIS
Repurposing Existing Drugs for COVID-19 Offers a More Rapid Alternative to a Vaccine,false,coaid_news,PREVENTION
Tobacco Smoking Increases Lung Entry Points for COVID-19 Virus,false,coaid_news,DIAGNOSIS
"Bat 'Super Immunity' May Explain How Bats Carry Coronaviruses, Study Finds",false,coaid_news,DIAGNOSIS
Dual Personalities Visualized for Shape-Shifting Molecule,false,coaid_news,OTHER
"Sewage Poses Potential COVID-19 Transmission Risk, Experts Warn",false,coaid_news,RISK
Towards Antibodies Against COVID-19,false,coaid_news,OTHER
Mutations in SARS-CoV-2 Offer Insights Into Virus Evolution,false,coaid_news,DIAGNOSIS
Supercomputer Simulations Present Potential Active Substances Against Coronavirus,false,coaid_news,DIAGNOSIS
Two Drugs Show Promise Against COVID-19,false,coaid_news,TREATMENT
Intensive Farming Increases Risk of Epidemics,false,coaid_news,RISK
Study to Determine Incidence of Novel Coronavirus Infection in U.S. Children Begins,false,coaid_news,DIAGNOSIS
Coronavirus SARS-CoV-2 Infects Cells of the Intestine,false,coaid_news,DIAGNOSIS
Wildfire Smoke Has Immediate Harmful Health Effects,false,coaid_news,TREATMENT
Undersized Airways May Explain Why Nonsmokers Get COPD,false,coaid_news,OTHER
Shining Light on a Malignant Lung Cancer,false,coaid_news,OTHER
A protein that helps to fight viruses can also block lung damage repair,false,coaid_news,DIAGNOSIS
Reducing severe breathlessness and psychological trauma in COVID-19 ARDS survivors,false,coaid_news,NUTRITION
Osteoporosis treatment may also protect against pneumonia,false,coaid_news,TREATMENT
