teks_klaim,label
Fauci mengatakan 'rolling reentry' ekonomi AS mungkin terjadi pada bulan Mei.,true
Bantuan Baru untuk Membebaskan Kaki dari Web,false
Gubernur Ohio meminta anggota parlemen untuk melarang produk vape beraroma.,true
Pengacara: Penyidik ​​merekomendasikan pelapor untuk dipekerjakan kembali.,true
"Karena tidak ada pilihan lokal yang memperbolehkan masyarakat untuk melarang, membatasi atau membatasi lokasi toko-toko pot, jika Amandemen 2 disahkan, Anda dapat mengharapkan elemen-elemen kumuh dari industri pot untuk pindah ke lingkungan Anda, gereja Anda, bisnis Anda dan bahkan sekolah anak Anda.",false
Pengadilan: Memposting foto pasien di media sosial tidak ilegal.,true
"Barbara Boxer memilih untuk memotong pengeluaran untuk tunjangan Medicare sebesar $500 miliar, pemotongan yang sangat merugikan rumah sakit dan panti jompo sehingga mereka dapat berhenti menggunakan Medicare sama sekali.",false
Pejabat kesehatan: Diagnosis HIV baru menurun di Chicago.,true
Klinik satwa liar Johannesburg menyelamatkan hewan yang terluka di kota.,true
Komunitas Afrika-Amerika kita benar-benar berada dalam kondisi terburuk yang pernah mereka alami sebelumnya. Pernah. Pernah. Pernah.,false
"""Robert Reich Berkata di Texas"" ""adalah sah untuk menembak seseorang yang melakukan 'gangguan publik' di bawah kedok kegelapan.""",false
AS akan menghentikan ekspor masker dan sarung tangan di tengah krisis virus corona.,true
"Gerhana menggetarkan pulau-pulau terpencil di Arktik, awan merusak bagi sebagian orang.",true
"Berdasarkan undang-undang Virginia, jika Anda adalah pedagang (senjata) yang tidak memiliki izin federal, Anda tidak bisa mendapatkan pemeriksaan latar belakang meskipun Anda menginginkannya.",false
Gambaran otak menunjukkan obat Alzheimer bekerja,false
Perkampungan ular di Tiongkok menyusut ketika virus corona mendorong larangan perdagangan satwa liar.,true
"Untuk komplikasi pasca operasi, kembali ke rumah sakit yang sama: belajar",false
"""Vaksin flu dan pneumonia dapat melindungi terhadap COVID-19""",false
Nancy Pelosi Mengatakan Presiden Donald Trump “sangat gemuk.”,false
"Kata ""karantina"" berasal dari kata dalam bahasa Italia yang berarti ""empat puluh"", yang mewakili jumlah hari orang yang berpotensi terkena penyakit menular harus tetap diisolasi.""",true
"Berbagai peringatan telah beredar di Internet bahwa pengganti gula, Splenda, mungkin lebih berbahaya daripada manfaatnya.",false
"Enam jenazah ditemukan dari pulau vulkanik Selandia Baru, dua masih hilang.",true
Bahan kimia plastik umum dikaitkan dengan masalah jantung.,true
"Perubahan otak yang terlihat pada kehamilan, dapat membantu mempersiapkan bayi.",true
Jared Michelle menjual testisnya untuk mengumpulkan uang guna mendukung kampanye kepresidenan Bernie Sanders.,false
Korban tewas akibat badai di Puerto Rico mencapai hampir 3.000 orang.,true
"""COVID-19 sama seperti flu""",false
Sebuah foto menunjukkan Senator Elizabeth Warren (D-Massachusetts) melakukan ritual pagan dengan telanjang.,false
""" Selama dengar pendapat Iran-Contra tahun 1987, Oliver North memperingatkan Kongres bahwa Osama bin Laden adalah """"orang paling jahat yang masih hidup"""" dan bahwa """"sebuah tim pembunuh [harus] dibentuk untuk melenyapkan dia dan anak buahnya dari muka bumi.""",false
Lembaran pengering yang diresapi dengan pelembut kain mengandung setidaknya tujuh bahan kimia beracun yang berbahaya.,false
"""Donald Trump Mengatakan agenda energi Hillary Clinton """"akan merugikan perekonomian AS lebih dari $5 triliun""",false
"""Jika pemilih Austin menolak Proposisi 1, proses ""pemeriksaan latar belakang kriminal"" yang dijalankan oleh Kota baru akan menghabiskan jutaan dolar untuk biaya pemrosesan, staf tambahan, dan birokrasi"""" dengan pembayar pajak mendapatkan """"tagihannya"".",false
“Bill Gates Menjelaskan Bahwa Vaksin COVID Akan Menggunakan Teknologi Eksperimental Dan Mengubah DNA Anda Secara Permanen”,false
Suriah mengonfirmasi kasus virus corona pertama di tengah kekhawatiran bahwa virus itu bisa menyebar.,true
Seorang wanita Alabama mengklaim Washington Post mencoba membayarnya untuk melapor dan melontarkan tuduhan pelecehan seksual terhadap Roy Moore.,false
Jerry Patterson Mengatakan Kantor Pertanahan Umum Texas yang dipimpin oleh George P. Bush hanya memperbaiki dua rumah sejak Badai Harvey.,true
Seorang perwira intelijen Tiongkok mengungkapkan bahwa virus corona baru dikembangkan di laboratorium sebagai senjata biologis.,false
Makedonia mengambil tindakan darurat saat kabut asap menyelimuti kota-kota.,true
"""Senator Chuck Schumer pernah mengatakan, """"Kandidat yang menganut kepercayaan Kristen tidak layak dan didiskualifikasi dari jabatan hakim federal.""",false
Pil Beta Karoten Mungkin Tidak Menyelamatkan Penglihatan,true
Pasukan pertahanan Selandia Baru menggunakan ledakan terkendali untuk menjinakkan bahan kimia berbahaya di lokasi bioteknologi.,true
Kota Charlotte mengeluarkan mandat peraturan kamar mandi kepada setiap perusahaan sektor swasta di Charlotte.,false
Kami akan menjadi partai pertama yang memilih pria botak menjadi gubernur.,false
"Cara menyembuhkannya adalah dengan antibiotik, antiradang, dan antikoagulan.",false
Tiga juta orang Eropa tertular infeksi di rumah sakit setiap tahunnya.,true
Jenis “sapi super” yang berotot direkayasa secara genetik untuk menghasilkan daging sebanyak mungkin.,true
"Mia Khalifa didiagnosis mengidap human immunodeficiency virus, atau HIV.",false
"Gambar viral Mengatakan jika Anda mendonor darah, “mereka HARUS menguji Anda” untuk virus corona.",false
Kasus virus corona di Indonesia mencapai angka 2.000 di tengah kekhawatiran terhadap data.,true
"""Freedom Partners Says Bruce Braley mengambil """"puluhan ribu dari teman-temannya di industri asuransi kesehatan"""" dan memberi mereka """"bantuan khusus"""" dengan memilih Obamacare.""",false
Tes massal COVID-19 sedang dilakukan di panti jompo di Belgia.,true
"Pada bulan Desember 2016, Presiden Obama menandatangani undang-undang yang mengkriminalisasi media alternatif.",false
Pasien Ebola pertama di kota utama Kongo timur meninggal.,true
Dr Yehezkiel Emanuel Berbicara kepada Healthline Tentang Satgas COVID-19 Biden,true
Studi mengatakan angioplasti yang terlambat sia-sia,true
"""Aktivis politik """"dibayar"""" untuk memprotes anggota Kongres.""",false
Adam Sandler ditemukan tewas karena bunuh diri pada Januari 2017.,false
Hidrogel adalah bagian dari sistem pengiriman vaksin mRNA COVID-19 yang memodifikasi genom dan akan menghubungkan Anda ke internet,false
"""Planned Parenthood adalah """"satu-satunya layanan kesehatan yang didapatkan oleh sejumlah besar perempuan. Sekitar 30 persen perempuan, itulah layanan kesehatan mereka.""",false
Murphy: Sebutkan penggandaan 'pelacak kontak' virus corona.,true
Obat kanker payudara dapat memperlambat perkembangan kanker paru-paru,false
"Tes HPV yang dikirimkan melalui pos dapat membantu menemukan wanita yang berisiko terkena kanker serviks, demikian temuan penelitian",true
"""Dr. Anthony Fauci """"telah mengetahui selama 15 tahun bahwa klorokuin dan … hidroksiklorokuin tidak hanya akan mengobati kasus virus corona saat ini namun juga mencegah kasus di masa depan.”""",false
"""Katanya peraturan era Obama menolak hak kepemilikan senjata bagi orang lanjut usia yang """"mencari bantuan untuk membayar pajak mereka.""",false
"“Selama pandemi flu tahun 1918, beberapa kota mencabut kebijakan pembatasan sosial terlalu cepat, terlalu cepat, dan menciptakan gelombang pandemi kedua.”",true
Foto Presiden AS Donald Trump di kantor Trump Tower pada tahun 2016 dengan beberapa kotak Sudafed di latar belakang memberikan bukti yang dapat dipercaya mengenai penyalahgunaan stimulan.,false
Penelitian kecil menunjukkan stimulasi listrik pada otak dapat meredakan nyeri migrain,false
Carol Alvarado mengatakan wanita yang membutuhkan sonogram pada minggu kedelapan hingga 10 kehamilan harus mendapatkan sonogram transvaginal.,true
Swaziland memiliki tingkat infeksi HIV tertinggi di dunia.,true
"Anda hampir dapat menentukan setengah dari kematian akibat kekerasan senjata terjadi di dua atau tiga bagian tertentu di kota. Itu hanyalah wilayah yang mengalami kehancuran, baik secara ekonomi maupun lainnya.",true
Orang Tua Pemarah: Mungkin Ini Masalah Testosteron,false
Menu teratas: spageti ganja disajikan di foodfest Italia.,true
Space shuttle Endeavour rolls into new L.A. home at museum.,true
Penelitian sel induk bertujuan untuk mengakhiri saluran akar,false
Kecanduan putrinya mengubah sudut pandang mantan perwira.,true
"""Saat fasilitas kesehatan mental di Milwaukee County penuh, """"polisi duduk di dalam mobil patroli mereka bersama pasien yang sakit jiwa""""  dan terkadang """"menghabiskan seluruh shift di luar sana untuk melakukan hal itu.""",false
Perawat sama baiknya dengan dokter dalam pemantauan perawatan AIDS.,true
41 anak yang akan dites setelah bekerja dinyatakan positif TBC.,true
"Tiongkok melaporkan 27 kasus virus corona baru, jumlah kematian mencapai 4.632 setelah revisi data.",true
"""Lagu """"Over the Rainbow"""" ditulis tentang pengalaman Yahudi selama Holocaust.""",false
Gambar viral Mengatakan “Tidak apa-apa membunuh bayi setelah lahir” di Virginia.,false
Viagra membantu wanita depresi mendapatkan kepuasan juga.,true
"Merkuri digunakan dalam vaksin, dan tidak ada tingkat merkuri yang aman.",false
"Wisconsin tidak mengalami obesitas seperti rata-rata nasional. Rata-rata nasional, 35,7 persen penduduknya mengalami obesitas. Di Wisconsin, angkanya mendekati 26 persen.",false
Pegolf PGA Bubba Wallace menulis postingan Facebook yang mengkritik tindakan yang diambil untuk mengurangi penyebaran COVID-19.,false
Gadis 11 tahun mendapat transplantasi jantung setelah dikunjungi Drake.,true
Terapi hormon menopause tidak terkait dengan kematian dini,true
Hakim AS membatasi bukti dalam persidangan atas klaim kanker Roundup.,true
"""Aksi Warga Wisconsin Mengatakan"" ""orang-orang yang datang ke"""" tindakan perbedaan pendapat mereka """"mendapatkan surat 'penghentian dan penghentian'"""" dari kantor Ron Johnson.""",false
Pejabat kesehatan: Kelelawar rabies ditemukan di luar rumah di Illinois.,true
Pengasuh gadis India yang ditemukan tewas di Texas menginginkan jawaban.,true
Anda sebaiknya menghindari makan kentang hijau karena beracun.,false
Penata gaya mantan Presiden Barack Obama mengungkapkan kepada situs web konservatif bahwa dia memergoki Obama sedang berkencan dengan sesama jenis.,false
"Sebuah foto menunjukkan Bernie Sanders pada pawai hak-hak sipil tahun 1965 bersama Martin Luther King, Jr.",false
Tingginya angka diabetes di kalangan warga Afrika-Amerika disebabkan oleh rencana genosida pemerintah yang mengirimkan susu radioaktif yang dijadikan senjata kepada komunitas kulit hitam.,false
Fenofibrate dapat mengurangi risiko penyakit jantung pada beberapa pasien diabetes tipe 2,false
"Dari menari hingga treadmill, olahraga dapat membantu Penyakit Parkinson",false
Para ilmuwan mengklaim krim anti impotensi lebih ampuh dibandingkan viagra,false
“Data yang ditampilkan di situs web World Integrated Trade Solution (WITS) Bank Dunia pada bulan September 2020 membuktikan bahwa puluhan negara mengimpor atau mengekspor barang berlabel “COVID-19 Test Kits” pada tahun 2018 – lebih dari setahun sebelum pandemi terjadi dan bahkan sebelum COVID-19 memiliki nama.”,false
“Saat ini semua orang sedang sekarat karena virus corona.”,false
"Pada bulan Mei 2018, Presiden Donald Trump mendirikan ""kantor keagamaan"" untuk memberikan """"suara kepada kelompok agama dalam pemerintahan.""",true
Proposal akan mengizinkan anjing masuk ke teras dan dek restoran.,true
Dokter wanita cacat yang melahirkan menyerahkan izin.,true
Semakin banyak negara bagian yang menuntut pembuat opioid dengan tuduhan pemasaran yang menipu.,true
"Ruth Bader Ginsburg (RBG) muda berjuang untuk seorang wanita bernama Susan Struck, yang berusaha menghindari paksaan untuk mengakhiri kehamilan.",true
“Tidak ada gas air mata yang digunakan dan tidak ada peluru karet yang digunakan.”,false
"Sebagai jaksa, Hakim Mahkamah Agung Wisconsin David Prosser tidak menyelidiki atau mengajukan tuntutan dalam kasus yang melibatkan pendeta pedofil selama 30 tahun, kemudian ikut menutup-nutupi.",false
'Cawan suci' pencegahan kanker payudara pada wanita berisiko tinggi mungkin sudah di depan mata,false
GOOGLE RETINAL SCAN DAPAT MEMPREDIKSI JIKA ANDA AKAN MENGALAMI SERANGAN JANTUNG,false
"""Menteri Pendidikan Betsy DeVos mengatakan"" ""hanya 0,02 persen"""" anak-anak sekolah akan meninggal jika sekolah dibuka untuk tahun ajaran 2020-2021, suatu angka yang setara dengan hampir 15.000 anak-anak Amerika.""",false
Para arkeolog menemukan contoh paling awal manusia yang mengidap kanker.,true
"Dokter, Pengurus mendanai gugus tugas perawatan kesehatan universal.",true
Kabut asap kembali menyelimuti ibu kota India seiring menurunnya kualitas udara.,true
"""Lagu Boomtown Rats tahun 1979""""I Don't Like Mondays"""" terinspirasi oleh penembakan mematikan di sebuah sekolah.""",true
Aktor “7th Heaven” yang diperangi Stephen Collins telah melakukan bunuh diri.,false
Para penasihat presiden sendiri mengatakan sedang terjadi perang terhadap batu bara.,false
"Selama Perang Dunia II, George Soros adalah anggota SS (organisasi paramiliter Nazi) atau kolaborator Nazi yang membantu menyita properti orang Yahudi.",false
`Kami putus asa': Staf rumah sakit Prancis menghadapi Macron.,true
Email yang diteruskan mendorong pembaca untuk “berpikir sebelum menyumbang” ke kelompok nirlaba. Mereka membuat sejumlah klaim mengenai gaji CEO dan penggunaan dana donor.,false
"""Baru-baru ini Rick Scott """"menutup 30 pusat layanan kesehatan wanita di seluruh negara bagian.""",false
"Jumlah kematian akibat virus corona di Italia melonjak, menghilangkan harapan bahwa kondisi terburuk telah berakhir.",true
"""Kerusuhan terjadi setelah seorang wanita secara tidak sengaja buang air besar saat memberikan """"suntikan pantat vodka"""" pada Malam Tahun Baru.""",false
Saksi Federal Karena Bersaksi Melawan Hillary Clinton Atas Kejahatan Narkoba yang Tewas dalam Ledakan Besar,false
Penemuan vaksin untuk penyakit autoimun diabetes telah diumumkan.,false
"Kasus positif Covid-19 pertama di Kabupaten Tulsa telah pulih. Orang ini telah menjalani dua tes negatif, yang merupakan indikator kesembuhan.",true
Monyet baru ditemukan di Myanmar dekat proyek bendungan Tiongkok.,true
“Rumah Sakit Shands di Gainesville Florida telah mengonfirmasi kasus pertama virus corona.”,false
"Tom DeLay Mengatakan Travis County, tempat Austin berada, adalah daerah paling liberal di Amerika Serikat.",false
"“Jika Anda mendapat vaksinasi flu dalam 3-5 tahun terakhir, kemungkinan besar Anda akan dinyatakan positif” COVID-19.",false
Penggabungan rumah sakit yang diusulkan mendapat persetujuan utama negara.,true
Para pejabat memperingatkan adanya paparan kelelawar gila di sekolah Omaha.,true
Tokyo mencatat jumlah kasus virus corona baru terbanyak dalam sehari ketika tekanan untuk melakukan lockdown semakin meningkat.,true
Gambar viral Mengatakan Anda dapat memantau diri Anda terhadap COVID-19 dengan tes napas.,false
PCSK9-Kelas Obat Inhibitor yang Dihasilkan dari Penelitian UT Southwestern Menjadi Pengubah Permainan bagi Pasien dengan Kolesterol Sangat Tinggi,false
Keturunan klon mungkin ada dalam persediaan makanan: FDA.,true
Produsen obat mengembangkan pil untuk meningkatkan hasrat seksual wanita,false
Perancis: Kelompok ingin Notre Dame dikurung selama pembersihan timah.,true
Obat Baru Membantu Artritis yang Tahan Pengobatan,false
Bukti genetik dalam gen Spike pada genom SARS-CoV-2 menunjukkan bahwa virus tersebut adalah produk manipulasi genetik,false
"Albert Einstein bertukar tempat dengan sopirnya untuk menjadi pembicara, lalu mengajukan pertanyaan yang ditujukan kepada pria yang menurut penonton adalah dia.",false
Presiden AS Donald Trump mengeluarkan pengampunan bagi pemimpin kelompok bersenjata yang menahan migran di bawah todongan senjata di New Mexico.,false
Pilek biasa dapat menyebabkan tes COVID-19 positif.,false
Data resmi mengenai kematian akibat virus corona di Italia bisa diremehkan.,true
Mark Sickles Mengatakan 70 persen biaya Medicaid di Virginia adalah untuk manula di panti jompo.,false
Belum Ada Obat Untuk Morning Sickness,true
"Penduduk Florida yang terkena dampak Badai Irma dapat menerima bantuan kupon makanan sebesar $197, tetapi hanya jika mereka dapat menunjukkan bahwa rumah mereka kehilangan aliran listrik selama lebih dari dua jam.",false
"Sejak sequester dimulai, lapangan kerja federal telah mengurangi 6.000-7.000 pekerjaan per bulan",false
"“Slime”, sebuah proyek kerajinan lengket buatan sendiri yang mengandung boraks, lem putih, dan krim cukur, memiliki risiko kesehatan yang serius.",false
Seorang anak laki-laki dipukuli sampai mati oleh ibunya karena menolak memakai pakaian anak perempuan.,false
Tiongkok menyiapkan langkah-langkah stimulus ketika kasus virus lokal berkurang.,true
"""Sebuah perusahaan yang disewa untuk melakukan pengujian Common Core di Florida akan """"menarik setiap anak Anda untuk menjadi homoseksual sebisa mungkin.""",false
Fakta bahwa Rick Scott mencalonkan diri sebagai gubernur sebagai 'reformis' akan menjadi lucu jika tidak keterlaluan. Ini adalah pria yang nyaris lolos dari penjara.,false
Gegar otak kini dapat didiagnosis dengan spesifisitas 95 persen,false
"""DeAnna Lorraine Mengatakan tentang COVID-19 bahwa Dr. Anthony Fauci """"memberi tahu orang-orang pada tanggal 29 Februari bahwa tidak ada yang perlu dikhawatirkan dan hal itu tidak menimbulkan ancaman bagi masyarakat AS secara luas.""",false
Studi Melihat Stimulasi Otak Dalam pada Pasien Bipolar,true
Tidak ada gelombang kedua COVID-19; Gelombang kedua ini sebenarnya hanyalah musim flu/pilek biasa yang terjadi setiap tahun,false
"Ketika virus membuat perpisahan menjadi sulit, ketakutan akan lebih banyak lagi virus meningkat di AS.",true
Para peraih Nobel AS mengkhawatirkan masa depan ilmu pengetahuan dasar.,true
Beberapa kota di Tiongkok menutup pasar unggas di tengah kekhawatiran akan flu burung.,true
Wyoming mencatat peningkatan kasus sifilis.,true
Polisi di New Mexico menangkap seorang pengungsi Islam tidak berdokumen yang mempunyai rencana membangun pipa gas di daerah tersebut.,false
EPA mengusulkan penulisan ulang peraturan tentang kontaminasi timbal dalam air.,true
Cathay mengizinkan kru memakai masker di semua penerbangan karena virus corona baru.,true
"""Bawang putih melindungi dari virus corona""",false
Taiwan membantah tuduhan bahwa pihaknya menyerang pimpinan WHO secara rasis.,true
"Amunisi yang digunakan dalam penembakan di Orlando dilarang oleh Konvensi Jenewa. Amunisi tersebut masuk ke dalam tubuh, berputar dan meledak.",false
Hydroxychloroquine tidak lagi disukai karena harga Remdesivir lebih mahal.,false
"Sementara Perwakilan Matt Gaetz dari Florida diizinkan mengenakan masker gas pada pemungutan suara di DPR, Bobby L. Rush dari Partai Demokrat dikeluarkan dari alasan yang sama karena mengenakan hoodie.",true
"Kandidat presiden dari Partai Demokrat Michael Bloomberg mengatakan bahwa ""95 persen pembunuhan Anda"" dilakukan oleh ""kaum minoritas laki-laki berusia 15 hingga 25 tahun.""",true
Sebuah pesan audio mencantumkan lima cara orang dapat mencegah virus corona baru.,false
EEE terdeteksi di Massachusetts untuk pertama kalinya tahun ini.,true
Studi: Operasi kanker prostat membantu pria yang lebih muda,true
Manfaat Mammogram Baru untuk Wanita Usia 40-an,false
Skor AS kembali menjadi yang terakhir dalam studi kesehatan.,true
Selebriti meluncurkan merek ganja saat California melegalkan narkoba.,true
"Masalah kesehatan mental di Hong Kong melonjak di tengah gejolak protes, kata para ahli.",true
FDA mengklasifikasikan kenari sebagai obat.,false
Departemen Kehakiman AS mengeluarkan kartu yang mengecualikan pemegangnya dari penggunaan masker dengan alasan bahwa hal tersebut menimbulkan risiko kesehatan bagi mereka karena kondisi medis yang tidak wajib mereka ungkapkan berdasarkan otoritas Undang-Undang Penyandang Disabilitas Amerika (ADA).,false
Laporan menemukan kasus PMS mencapai angka tertinggi dalam 30 tahun terakhir di California.,true
"""Dengan berpartisipasi dalam pertukaran hadiah """"saudara perempuan rahasia"""" di Facebook, Anda akan menerima 36 hadiah, buku, atau botol anggur sebagai imbalan atas satu kontribusi $10-15.""",false
"Harris, Gillibrand menawarkan rencana untuk meningkatkan perawatan ibu.",true
Nucleix Mengumumkan Hasil Klinis Positif EpiCheck Paru dalam Deteksi Dini Kanker Paru,false
"Para peneliti telah menemukan obat sederhana untuk kanker, namun perusahaan farmasi besar tidak tertarik karena obat tersebut tidak dapat dipatenkan.",false
"""Dua ""alien ilegal"" bersenjata yang melakukan invasi rumah dibunuh oleh seorang gadis berusia 11 tahun dengan senapan.""",false
"""Di Virginia, """"orang-orang yang pergi dan mendapatkan surat nikah berusia 12 dan 13 tahun, serta 14 dan 15 tahun.""",true
Seorang pekerja di pabrik Pepsi atau Frooti telah mengkontaminasi produk minuman tersebut dengan menyuntikkan darah yang terinfeksi HIV ke dalamnya.,false
Purdue Fort Wayne untuk memimpin upaya pencegahan bunuh diri baru.,true
Mengingat Pencitraan mendapat izin FDA untuk pil kamera usus besar.,true
Bayi menerima topi dengan hati melalui program.,true
"""CDC """"diam-diam memperbarui"""" statistik kematian akibat COVID-19 pada musim panas 2020 untuk menunjukkan hanya 6% dari kematian yang dilaporkan sebelumnya sebenarnya disebabkan oleh virus corona, sedangkan 94% sisanya meninggal karena kondisi kesehatan yang sudah ada sebelumnya. """,false
212 orang di pabrik daging Nebraska dinyatakan positif COVID-19.,true
Pengadilan New York memblokir larangan negara bagian terhadap rokok elektrik beraroma.,true
'Rawa' Washington yang metaforis dibanjiri oleh hama yang sebenarnya.,true
Hong Kong meningkatkan respons terhadap penyakit misterius yang berasal dari Tiongkok.,true
Pilot Malaysia Airlines Penerbangan 370 yang hilang muncul kembali di Taiwan dua tahun setelah pesawat tersebut menghilang.,false
"""Siswa masa kini memerlukan waktu bertahun-tahun untuk menyelesaikan kuliahnya.""",false
"""Kampanye presiden Senator Bernie Sanders (I-Vermont) mengadakan acara""""Bern the Witch"""" pada tahun 2016, lengkap dengan ilustrasi Hillary Clinton dibakar di tiang pancang..""",false
Kasus flu burung menghidupkan kembali ketakutan akan terulangnya wabah besar pada tahun 2015.,true
Inggris memberi sinyal adanya perubahan dalam penggunaan ganja sebagai obat setelah kasus anak penderita epilepsi.,true
Ernest Hemingway pernah memenangkan taruhan dengan menyusun cerita pendek enam kata.,false
"Mulai bulan Maret, jika Anda bepergian ke luar Amerika Serikat, Anda tidak akan diizinkan kembali ke negara tersebut “karena risiko tinggi tertular virus corona.”",false
Walikota White memiliki saham besar di perusahaan produksi Barnett Shale.,false
"Sebagai Menteri Luar Negeri, Hillary Clinton mencuci uang kepada Bill Clinton melalui Laureate Education, sementara Bill Clinton adalah ketua kehormatan kelompok tersebut.",false
Lamont tetap melanjutkan pembukaan kembali pada 20 Mei meskipun ada kekhawatiran.,true
Kereta yang membawa anggota Kongres dari Partai Republik ke tempat peristirahatan di West Virginia jatuh karena plot Deep State.,false
Siswa Illinois membuat video game untuk kebaikan sosial.,true
"""Amandemen Manchin-Toomey """"akan mengkriminalisasi transfer senjata api pribadi tertentu antara warga negara yang jujur, sehingga mengharuskan teman seumur hidup, tetangga, dan beberapa anggota keluarga"""" untuk mendapatkan persetujuan pemerintah.""",false
"Sebuah postingan di Facebook yang diberi judul “Pengingat Lembut dari Paus Fransiskus” berbicara tentang bagaimana kehidupan berjalan dengan cepat, dan perlunya fokus pada hal-hal yang benar-benar penting.",false
Mahkamah Agung tetap memberlakukan undang-undang USG Kentucky.,true
Penyakit Legionnaires ditemukan pada orang yang tidak menghadiri pameran.,true
Ribuan penderita skizofrenia mungkin masih hidup jika mereka menggunakan clozapine,false
Penelitian besar menimbulkan keraguan akan perlunya banyak prosedur jantung.,true
Kabut asap meredupkan kilauan festival lampu India.,true
Abbvie akan menyumbangkan $100 juta untuk kesehatan dan perumahan di Puerto Rico.,true
Seorang terpidana pemerkosa pedofil tertangkap menggunakan kostum badut untuk bersembunyi di kamar anak-anak.,false
Kelompok anti-vaksin Kansas mengatakan jumlah anggotanya melonjak.,true
Helikopter PBB menerbangkan bayi gorila Kongo ke tempat yang aman.,true
Data Baru Dari Kelompok Riset Paru-Paru Elekta Mendukung Penggunaan Terapi Radiasi Tubuh Stereotactic pada Pasien Lansia Penderita Kanker Paru Stadium Awal,false
"""Anda dapat tertular virus corona dari makan makanan Tiongkok di AS""",false
Tinjauan sederhana terhadap catatan kode kesehatan Backroom akan mengungkapkan bahwa restoran tersebut sudah lama memiliki masalah serangan hewan pengerat.,false
Perawatan Agresif Mungkin Bermanfaat untuk Kanker Prostat Dini,true
"""Ekspansi Medicaid """"dapat merugikan Persemakmuran Virginia lebih dari $1 miliar per tahun...""",false
Seorang pria di Rhode Island dinyatakan positif mengidap virus kuda langka.,true
NYC Akan Melarang Hot Dog dan Daging Olahan Untuk Memperbaiki Iklim,false
FDA baru-baru ini menemukan bahwa Arizona Beverage Company menggunakan urin manusia di banyak produk mereka.,false
Peneliti MD Anderson menemukan cara potensial untuk mendeteksi kanker pankreas sejak dini,false
Studi menunjukkan tanda-tanda pertama bahwa obat ADHD dapat memperbaiki kesulitan kognitif pada wanita menopause,false
"""Polisi dan petugas pemadam kebakaran Milwaukee """"secara rutin mendapat kenaikan gaji sebesar 4 persen setiap tahunnya sementara semua orang lainnya mendapat kenaikan gaji sebesar nol atau satu persen.""",false
"""Sebagai akibat dari Obamacare, """"Para warga lanjut usia di California menghadapi pemotongan tunjangan lebih dari $1.700.""",false
"""46 persen wanita berusia antara 16 hingga 24 tahun membenci kontak seksual"""" di Jepang.""",true
Laporan Khusus: Hidup dan mati di zaman jantung bionik,false
"""Russ Feingold Berkata Ron Johnson""""pada dasarnya tidak melakukan apa pun"""" untuk melawan kecanduan heroin dan penyalahgunaan opioid.""",false
Kekerasan massal seperti ini tidak terjadi di negara-negara maju lainnya. Hal ini tidak terjadi di tempat lain dengan frekuensi seperti ini.,false
Manajer Yellowstone menolak memvaksinasi bison dengan biobullet.,true
Sebuah foto menunjukkan “Pusat Pengurangan Populasi Global” di kantor pusat Bill & Melinda Gates Foundation.,false
Postingan Facebook Mengatakan perintah Michigan COVID-19 melarang berkebun dan penjualan benih sayur-sayuran dan buah-buahan.,false
Dana yang dipimpin Cargill untuk membayar petani AS atas penangkapan karbon dan pertukaran kredit.,true
Air kelapa dapat digunakan sebagai pengganti plasma darah melalui infus.,false
Berbagai Penelitian Menunjukkan Freespira® Menghilangkan Serangan Panik pada 80% Pasien,false
"""RUU yang diajukan ke badan legislatif negara bagian Oregon"" dirancang untuk memungkinkan pasien demensia atau penyakit mental yang kelaparan hingga meninggal dunia.  """,false
Facebook menganggap postingan lambang Korps Marinir AS merupakan pelanggaran terhadap standar komunitas jaringan.,false
Bill menargetkan misinformasi vaksin di tengah wabah campak.,true
Pengobatan osteoporosis baru menggunakan ramuan tradisional Tiongkok untuk mencegah pengeroposan tulang,false
"""Calon Obama Dawn Johnsen""""menyebut peran sebagai ibu sebagai 'pengabdian yang tidak disengaja.'""",false
Keajaiban medis mini : Menghilangkan kerutan,false
"N Carolina akan mendapatkan $56 juta untuk pendidikan anak usia dini, kesehatan.",true
Pergeseran dalam Pengobatan Kanker Payudara Sedang Diperdebatkan,true
"""Pat Toomey Says Merrick Garland """"menulis opini yang mengakibatkan pembebasan 17 tahanan Teluk Guantanamo yang merupakan bagian dari kelompok ekstremis Islam kekerasan yang telah ditetapkan oleh Departemen Luar Negeri sebagai teroris.""",false
Seorang penyelam scuba dirawat di rumah sakit karena reaksi alergi setelah penisnya tersangkut di kerang raksasa.,false
Negara-negara menghadapi 'pertengkaran' terkait masker di Tiongkok: Menteri Kesehatan Jerman.,true
1 dari 3 Lansia AS Meresepkan Obat yang Tidak Pantas,true
Kepala Kesehatan Trump meminta Kongres untuk meloloskan rencana diskon obat.,true
Sanofi menarik Zantac dari AS dan Kanada setelah ditemukan karsinogen.,true
Kota-kota di Brasil terpaksa melakukan lockdown di tengah tanda bahaya krisis virus.,true
"Berkat gubernur dan badan legislatif (Carolina Utara), gaji rata-rata guru hampir tidak mampu menghidupi sebuah keluarga.",false
Seattle mencatat kasus pertama penyakit anak yang terkait dengan virus.,true
"Belum ada tes COVID-19 di rumah, namun pilihan yang lebih cepat akan segera hadir.",true
Webster mensponsori rancangan undang-undang untuk menciptakan bentuk pernikahan yang akan menjebak perempuan dalam hubungan yang penuh kekerasan.,true
